experiment_id,game_index,checkpoint_turn,cohort,checkpoint_leader,winner,global_strict_persistence_turn,post_checkpoint_takeover_turn,takeover_decisive_layer,final_decisive_layer,checkpoint_turn_number,checkpoint_mover,checkpoint_next_mover,checkpoint_p1_secured_objectives,checkpoint_p2_secured_objectives,checkpoint_secured_objective_difference,checkpoint_p1_advantage_objectives,checkpoint_p2_advantage_objectives,checkpoint_advantage_objective_difference,checkpoint_p1_objective_pieces,checkpoint_p2_objective_pieces,checkpoint_objective_piece_difference,checkpoint_p1_secured_supply,checkpoint_p2_secured_supply,checkpoint_secured_supply_difference,checkpoint_p1_unsecured_controlled_supply,checkpoint_p2_unsecured_controlled_supply,checkpoint_unsecured_controlled_supply_difference,checkpoint_p1_supply_placements,checkpoint_p2_supply_placements,checkpoint_p1_objective_placements,checkpoint_p2_objective_placements,checkpoint_p1_cumulative_supply_placements,checkpoint_p2_cumulative_supply_placements,checkpoint_p1_cumulative_objective_placements,checkpoint_p2_cumulative_objective_placements,checkpoint_p1_cumulative_supply_source_usage,checkpoint_p2_cumulative_supply_source_usage,checkpoint_supply_source_usage_difference,checkpoint_important_supply_source_uses_this_turn,checkpoint_p1_cumulative_important_supply_source_usage,checkpoint_p2_cumulative_important_supply_source_usage,checkpoint_p1_primary_important_sites_controlled,checkpoint_p2_primary_important_sites_controlled,checkpoint_primary_important_control_difference,checkpoint_p1_primary_important_site_list,checkpoint_p2_primary_important_site_list,checkpoint_new_secured_objectives_p1,checkpoint_new_secured_objectives_p2,checkpoint_advantage_gains_p1,checkpoint_advantage_gains_p2,checkpoint_advantage_losses_p1,checkpoint_advantage_losses_p2,checkpoint_objective_piece_difference_change,checkpoint_new_secured_supply_p1,checkpoint_new_secured_supply_p2,checkpoint_important_control_gains_p1,checkpoint_important_control_gains_p2,checkpoint_important_control_losses_p1,checkpoint_important_control_losses_p2,checkpoint_live_objectives,checkpoint_full_lexicographic_leader,checkpoint_current_decisive_layer,checkpoint_turn_allocation_type,checkpoint_supply_placement_change_from_prior_own_turn,checkpoint_usable_supply_support_edges_p1,checkpoint_unsecured_control_losses_p1,checkpoint_contested_supply_points_p1,checkpoint_supply_placements_p1,checkpoint_objective_placements_p1,checkpoint_supply_source_uses_p1,checkpoint_important_supply_source_uses_p1,checkpoint_supply_source_uses_after_securing_p1,checkpoint_objective_advantage_to_neutral_p1,checkpoint_objective_advantage_to_opponent_p1,checkpoint_usable_supply_support_edges_p2,checkpoint_unsecured_control_losses_p2,checkpoint_contested_supply_points_p2,checkpoint_supply_placements_p2,checkpoint_objective_placements_p2,checkpoint_supply_source_uses_p2,checkpoint_important_supply_source_uses_p2,checkpoint_supply_source_uses_after_securing_p2,checkpoint_objective_advantage_to_neutral_p2,checkpoint_objective_advantage_to_opponent_p2,checkpoint_secured_objectives_p1,checkpoint_secured_objectives_p2,checkpoint_secured_objectives_p1_minus_p2,checkpoint_secured_objectives_checkpoint_leader_relative,checkpoint_secured_objectives_eventual_winner_relative,checkpoint_advantage_objectives_p1,checkpoint_advantage_objectives_p2,checkpoint_advantage_objectives_p1_minus_p2,checkpoint_advantage_objectives_checkpoint_leader_relative,checkpoint_advantage_objectives_eventual_winner_relative,checkpoint_objective_pieces_p1,checkpoint_objective_pieces_p2,checkpoint_objective_pieces_p1_minus_p2,checkpoint_objective_pieces_checkpoint_leader_relative,checkpoint_objective_pieces_eventual_winner_relative,checkpoint_secured_supply_p1,checkpoint_secured_supply_p2,checkpoint_secured_supply_p1_minus_p2,checkpoint_secured_supply_checkpoint_leader_relative,checkpoint_secured_supply_eventual_winner_relative,checkpoint_unsecured_controlled_supply_p1,checkpoint_unsecured_controlled_supply_p2,checkpoint_unsecured_controlled_supply_p1_minus_p2,checkpoint_unsecured_controlled_supply_checkpoint_leader_relative,checkpoint_unsecured_controlled_supply_eventual_winner_relative,checkpoint_usable_supply_support_edges_p1_minus_p2,checkpoint_usable_supply_support_edges_checkpoint_leader_relative,checkpoint_usable_supply_support_edges_eventual_winner_relative,mechanism_secured_objective_reversal,mechanism_advantage_conversion_reversal,mechanism_objective_piece_tiebreak_reversal,mechanism_supply_degradation,mechanism_supply_reinvestment,mechanism_mixed,secured_objective_reversal_event_turns,advantage_conversion_event_turns,objective_piece_tiebreak_event_turns,supply_baseline_start_turn,supply_baseline_end_turn,supply_lookback_start_turn,supply_lookback_end_turn,leader_baseline_usable_support_edges,leader_lookback_usable_support_edges,leader_usable_support_edge_delta,winner_baseline_usable_support_edges,winner_lookback_usable_support_edges,winner_usable_support_edge_delta,configured_support_edge_change_threshold,leader_baseline_supply_source_usage_mean,leader_lookback_supply_source_usage_mean,configured_usage_mean_change_threshold,winner_baseline_supply_placement_mean,winner_lookback_supply_placement_mean,configured_placement_mean_change_threshold,indicator_degradation_unsecured_control_loss,indicator_degradation_important_control_loss,indicator_degradation_support_edge_decline,indicator_degradation_source_usage_decline,indicator_reinvestment_supply_placement_increase,indicator_reinvestment_new_secured_supply,indicator_reinvestment_important_control_gain,indicator_reinvestment_support_edge_increase,degradation_indicator_count,reinvestment_indicator_count,configured_minimum_indicators
uct-10000-self-play,84,8,lead_preserved,1,1,23,,,advantage_objectives,8,2,1,1,1,0,2,1,1,5,5,0,1,0,1,2,3,-1,0,0,0,3,7,7,5,5,5,5,0,0,2,0,2,0,2,S12;S13,,0,1,0,0,0,1,-3,0,0,0,0,0,0,14,1,advantage_objectives,all_objective,-2,11,0,3,0,0,0,0,0,0,0,8,0,3,0,3,3,0,0,0,0,1,1,0,0,0,2,1,1,1,1,5,5,0,0,0,1,0,1,1,1,2,3,-1,-1,-1,3,3,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,84,12,reversal,2,1,23,23,advantage_objectives,advantage_objectives,12,2,1,2,3,-1,2,0,2,10,9,1,1,0,1,1,3,-2,0,1,0,2,8,9,10,9,10,9,1,1,6,1,2,1,1,S12;S13,S23,0,2,0,0,0,2,-2,0,0,0,0,0,0,11,-1,secured_objectives,mixed,0,6,1,5,0,0,0,0,0,0,0,4,0,5,1,2,2,1,0,0,0,2,3,-1,1,-1,2,0,2,-2,2,10,9,1,-1,1,1,0,1,-1,1,1,3,-2,2,-2,2,-2,2,1,1,0,1,0,1,13;17;23,15,,15,18,19,22,3.75,4.5,0.75,5.0,3.75,-1.25,1.0,1.0,1.0,0.5,1.5,1.5,0.5,1,1,0,0,0,0,1,0,2,1,2
uct-10000-self-play,84,16,lead_preserved,1,1,23,,,advantage_objectives,16,2,1,3,3,0,3,2,1,14,13,1,2,0,2,0,3,-3,0,1,0,2,10,11,14,13,14,13,1,1,10,3,1,1,0,S12,S23,0,0,0,0,0,0,-2,0,0,0,0,1,0,10,1,advantage_objectives,mixed,0,5,1,6,0,0,0,0,0,0,0,4,0,6,1,2,2,1,0,0,0,3,3,0,0,0,3,2,1,1,1,14,13,1,1,1,2,0,2,2,2,0,3,-3,-3,-3,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,84,20,lead_preserved,1,1,23,,,advantage_objectives,20,2,1,4,4,0,3,1,2,16,14,2,2,3,-1,0,1,-1,0,2,0,1,14,16,16,14,16,14,2,0,10,3,1,1,0,S12,S23,0,1,0,0,0,1,-1,0,2,0,1,0,0,8,1,advantage_objectives,mixed,-1,3,0,7,0,0,0,0,0,0,0,6,0,7,2,1,1,0,1,0,0,4,4,0,0,0,3,1,2,2,2,16,14,2,2,2,2,3,-1,-1,-1,0,1,-1,-1,-1,-3,-3,-3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,85,8,reversal,1,2,20,20,secured_objectives,secured_objectives,8,2,1,1,0,1,1,2,-1,4,3,1,0,2,-2,1,0,1,0,2,0,1,8,9,4,3,4,3,1,1,1,2,0,1,-1,,S21,0,0,0,1,0,0,-1,0,1,0,0,1,0,15,1,secured_objectives,mixed,0,1,1,5,0,0,0,0,0,0,0,7,0,5,2,1,1,1,1,0,0,1,0,1,1,-1,1,2,-1,-1,1,4,3,1,1,-1,0,2,-2,-2,2,1,0,1,1,-1,-6,-6,6,1,1,1,1,1,1,10;14;16;20,12,14,12,15,16,19,10.25,5.0,-5.25,5.75,4.0,-1.75,1.0,3.0,2.0,0.5,0.0,1.5,0.5,1,1,1,1,1,1,1,0,4,3,2
uct-10000-self-play,85,12,lead_preserved,2,2,20,,,secured_objectives,12,2,1,1,1,0,2,3,-1,7,8,-1,0,2,-2,4,1,3,0,0,0,3,11,10,7,8,7,8,-1,2,1,5,1,2,-1,S13,S21;S22,0,0,0,2,0,0,-3,0,0,0,0,0,0,14,-1,advantage_objectives,all_objective,-1,13,0,5,0,0,0,0,0,0,0,9,0,5,0,3,3,2,2,0,0,1,1,0,0,0,2,3,-1,1,1,7,8,-1,1,1,0,2,-2,2,2,4,1,3,-3,-3,4,-4,-4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,85,16,lead_preserved,2,2,20,,,secured_objectives,16,2,1,3,4,-1,2,1,1,13,13,0,0,2,-2,3,1,2,0,1,0,2,11,11,13,13,13,13,0,1,3,8,0,2,-2,,S21;S22,0,1,0,1,0,1,-2,0,0,0,0,1,0,9,-1,secured_objectives,mixed,1,5,1,6,0,0,0,0,0,0,0,2,0,6,1,2,2,1,1,0,0,3,4,-1,1,1,2,1,1,-1,-1,13,13,0,0,0,0,2,-2,2,2,3,1,2,-2,-2,3,-3,-3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,85,20,lead_preserved,2,2,20,,,secured_objectives,20,2,1,4,5,-1,3,0,3,17,15,2,0,3,-3,2,1,1,0,2,0,1,13,15,17,15,17,15,2,1,3,10,0,3,-3,,S13;S21;S22,0,1,0,0,0,1,-1,0,0,0,0,0,0,7,-1,secured_objectives,mixed,0,1,2,8,0,0,0,0,0,0,0,4,0,8,2,1,1,1,0,0,0,4,5,-1,1,1,3,0,3,-3,-3,17,15,2,-2,-2,0,3,-3,3,3,2,1,1,-1,-1,-3,3,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,86,8,reversal,1,2,24,24,objective_pieces,objective_pieces,8,2,1,1,0,1,0,2,-2,3,4,-1,0,1,-1,4,2,2,0,2,0,1,9,8,3,4,3,4,-1,1,2,4,1,3,-2,S21,S12;S13;S23,0,0,0,0,0,0,-1,0,0,0,2,0,0,15,1,secured_objectives,mixed,1,14,0,4,0,0,0,0,0,0,0,12,0,4,2,1,1,1,1,0,0,1,0,1,1,-1,0,2,-2,-2,2,3,4,-1,-1,1,0,1,-1,-1,1,4,2,2,2,-2,2,2,-2,1,1,1,1,0,1,10;16;20;24,14;20,24,16,19,20,23,10.0,5.75,-4.25,3.25,3.0,-0.25,1.0,3.0,1.5,0.5,1.0,1.0,0.5,0,0,1,1,0,0,1,0,2,1,2
uct-10000-self-play,86,12,reversal,1,2,24,24,objective_pieces,objective_pieces,12,2,1,2,2,0,2,1,1,8,8,0,0,1,-1,3,2,1,0,1,0,2,10,10,8,8,8,8,0,2,3,8,0,2,-2,,S12;S13,0,0,0,1,0,0,-2,0,0,0,0,0,0,12,1,advantage_objectives,mixed,0,10,0,5,0,0,0,0,0,0,0,6,0,5,1,2,2,2,1,0,0,2,2,0,0,0,2,1,1,1,-1,8,8,0,0,0,0,1,-1,-1,1,3,2,1,1,-1,4,4,-4,1,1,1,1,0,1,16;20;24,14;20,24,16,19,20,23,10.0,5.75,-4.25,3.25,3.0,-0.25,1.0,3.0,1.5,0.5,1.0,1.0,0.5,0,0,1,1,0,0,1,0,2,1,2
uct-10000-self-play,86,16,lead_preserved,2,2,24,,,objective_pieces,16,2,1,3,4,-1,1,1,0,11,13,-2,2,1,1,3,2,1,0,0,0,3,13,11,11,13,11,13,-2,2,4,11,1,2,-1,S23,S12;S13,0,2,0,1,0,2,-3,0,0,0,0,0,0,9,-1,secured_objectives,all_objective,-1,12,0,5,0,0,0,0,0,0,0,1,0,5,0,3,3,2,1,0,0,3,4,-1,1,1,1,1,0,0,0,11,13,-2,2,2,2,1,1,-1,-1,3,2,1,-1,-1,11,-11,-11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,86,20,tied_at_checkpoint,,2,24,,,objective_pieces,20,2,1,5,5,0,1,1,0,17,17,0,2,1,1,3,4,-1,0,0,0,3,13,13,17,17,17,17,0,1,6,13,1,2,-1,S23,S12;S13,0,1,0,1,1,1,-3,0,0,0,0,0,0,6,0,,all_objective,-2,7,0,5,0,0,0,0,0,1,0,3,0,5,0,3,3,1,1,0,0,5,5,0,,0,1,1,0,,0,17,17,0,,0,2,1,1,,-1,3,4,-1,,1,4,,-4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,87,8,eventual_draw,1,0,,,,,8,2,1,1,1,0,1,0,1,4,3,1,0,1,-1,1,1,0,0,2,0,1,8,9,4,3,4,3,1,1,3,3,1,2,-1,S23,S12;S13,0,1,0,0,0,1,-1,0,0,0,1,0,0,14,1,advantage_objectives,mixed,0,2,1,6,0,0,0,0,0,0,0,6,0,6,2,1,1,1,1,0,0,1,1,0,0,,1,0,1,1,,4,3,1,1,,0,1,-1,-1,,1,1,0,0,,-4,-4,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,87,12,eventual_draw,2,0,,,,,12,2,1,1,2,-1,3,1,2,7,7,0,0,1,-1,2,1,1,0,1,0,2,11,11,7,7,7,7,0,2,6,7,1,2,-1,S21,S12;S13,0,1,0,1,0,1,-2,0,0,0,0,1,0,13,-1,secured_objectives,mixed,0,8,1,8,0,0,0,0,0,0,0,4,0,8,1,2,2,2,1,0,0,1,2,-1,1,,3,1,2,-2,,7,7,0,0,,0,1,-1,1,,2,1,1,-1,,4,-4,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,87,16,eventual_draw,2,0,,,,,16,2,1,2,3,-1,2,1,1,10,10,0,1,2,-1,2,1,1,0,1,0,2,14,14,10,10,10,10,0,2,8,10,1,3,-2,S22,S12;S13;S21,0,1,0,1,0,1,-2,0,1,0,1,0,0,11,-1,secured_objectives,mixed,-1,6,0,8,0,0,0,0,0,0,0,5,0,8,1,2,2,2,1,0,0,2,3,-1,1,,2,1,1,-1,,10,10,0,0,,1,2,-1,1,,2,1,1,-1,,1,-1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,87,20,eventual_draw,1,0,,,,,20,2,1,4,4,0,2,1,1,15,14,1,1,2,-1,2,2,0,0,1,0,2,15,16,15,14,15,14,1,1,10,13,1,2,-1,S22,S12;S21,0,1,0,0,0,1,-2,0,0,0,0,0,0,8,1,advantage_objectives,mixed,0,2,0,8,0,0,0,0,0,0,0,4,0,8,1,2,2,1,1,0,0,4,4,0,0,,2,1,1,1,,15,14,1,1,,1,2,-1,-1,,2,2,0,0,,-2,-2,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,88,8,reversal,1,2,20,20,secured_objectives,secured_objectives,8,2,1,2,2,0,2,1,1,8,8,0,0,0,0,3,3,0,0,0,0,3,4,4,8,8,8,8,0,1,5,3,2,1,1,S12;S13,S23,0,1,0,1,0,1,-3,0,0,0,0,0,0,12,1,advantage_objectives,all_objective,0,9,0,1,0,0,0,0,0,0,0,7,0,1,0,3,3,1,0,0,0,2,2,0,0,0,2,1,1,1,-1,8,8,0,0,0,0,0,0,0,0,3,3,0,0,0,2,2,-2,1,1,0,0,1,1,10;18;20,18,,12,15,16,19,7.0,7.0,0.0,5.5,4.75,-0.75,1.0,1.0,2.5,0.5,1.5,0.5,0.5,0,0,0,0,0,1,1,0,0,2,2
uct-10000-self-play,88,12,lead_preserved,2,2,20,,,secured_objectives,12,2,1,2,3,-1,3,1,2,12,10,2,0,0,0,1,3,-2,0,2,0,1,6,8,12,10,12,10,2,0,7,3,0,1,-1,,S23,0,0,0,1,0,0,-1,0,0,0,0,2,0,11,-1,secured_objectives,mixed,0,3,2,3,0,0,0,0,0,0,0,5,0,3,2,1,1,0,0,0,0,2,3,-1,1,1,3,1,2,-2,-2,12,10,2,-2,-2,0,0,0,0,0,1,3,-2,2,2,-2,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,88,16,reversal,1,2,20,20,secured_objectives,secured_objectives,16,2,1,4,3,1,0,2,-2,14,14,0,1,2,-1,2,1,1,0,1,0,2,10,10,14,14,14,14,0,1,7,5,1,2,-1,S12,S13;S23,0,0,0,1,1,0,-2,0,1,0,1,0,0,9,1,secured_objectives,mixed,0,7,0,4,0,0,0,0,0,1,0,6,0,4,1,2,2,1,1,0,0,4,3,1,1,-1,0,2,-2,-2,2,14,14,0,0,0,1,2,-1,-1,1,2,1,1,1,-1,1,1,-1,1,1,0,0,1,1,18;20,18,,12,15,16,19,7.0,7.0,0.0,5.5,4.75,-0.75,1.0,1.0,2.5,0.5,1.5,0.5,0.5,0,0,0,0,0,1,1,0,0,2,2
uct-10000-self-play,88,20,lead_preserved,2,2,20,,,secured_objectives,20,2,1,4,5,-1,2,2,0,19,19,0,1,2,-1,1,0,1,0,1,0,2,11,11,19,19,19,19,0,2,9,9,1,2,-1,S12,S13;S23,0,1,0,0,1,0,-2,0,0,0,0,0,0,7,-1,secured_objectives,mixed,1,4,1,6,0,0,0,0,0,0,0,1,0,6,1,2,2,2,2,0,0,4,5,-1,1,1,2,2,0,0,0,19,19,0,0,0,1,2,-1,1,1,1,0,1,-1,-1,3,-3,-3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,89,8,lead_preserved,1,1,23,,,secured_objectives,8,2,1,0,0,0,1,1,0,2,1,1,2,0,2,0,3,-3,0,3,0,0,10,11,2,1,2,1,1,0,2,0,1,2,-1,S12,S22;S23,0,0,0,0,0,0,0,0,0,0,2,0,0,16,1,objective_pieces,all_supply,1,8,0,6,0,0,0,0,0,0,0,12,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,1,2,0,2,2,2,0,3,-3,-3,-3,-4,-4,-4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,89,12,lead_preserved,1,1,23,,,secured_objectives,12,2,1,1,1,0,2,1,1,5,5,0,2,2,0,1,1,0,0,0,0,3,13,13,5,5,5,5,0,2,4,3,1,2,-1,S12,S22;S23,0,1,0,1,0,1,-3,0,0,0,0,0,0,14,1,advantage_objectives,all_objective,-2,8,0,6,0,0,0,0,0,0,0,7,0,6,0,3,3,2,2,0,0,1,1,0,0,0,2,1,1,1,1,5,5,0,0,0,2,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,89,16,lead_preserved,1,1,23,,,secured_objectives,16,2,1,3,2,1,1,3,-2,11,11,0,2,2,0,1,1,0,0,0,0,3,13,13,11,11,11,11,0,2,6,7,1,2,-1,S12,S22;S23,0,0,0,1,0,0,-3,0,0,0,0,0,0,11,1,secured_objectives,all_objective,0,5,0,6,0,0,0,0,0,0,0,4,0,6,0,3,3,2,2,0,0,3,2,1,1,1,1,3,-2,-2,-2,11,11,0,0,0,2,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,89,20,reversal,2,1,23,23,secured_objectives,secured_objectives,20,2,1,4,5,-1,2,0,2,15,15,0,2,3,-1,1,0,1,0,1,0,2,15,15,15,15,15,15,0,2,8,10,1,2,-1,S12,S22;S23,0,2,0,0,0,2,-2,0,0,0,0,0,0,7,-1,secured_objectives,mixed,0,2,1,7,0,0,0,0,0,0,0,1,0,7,1,2,2,2,2,0,0,4,5,-1,1,-1,2,0,2,-2,2,15,15,0,0,0,2,3,-1,1,-1,1,0,1,-1,1,1,-1,1,1,0,0,1,0,1,23,,,15,18,19,22,3.25,2.25,-1.0,4.0,2.75,-1.25,1.0,2.5,1.0,0.5,0.5,1.0,0.5,0,0,1,1,1,0,0,0,2,1,2
uct-10000-self-play,90,8,tied_at_checkpoint,,2,22,,,secured_objectives,8,2,1,1,1,0,1,1,0,4,4,0,0,0,0,3,3,0,0,2,0,1,8,8,4,4,4,4,0,1,0,4,1,2,-1,S22,S12;S13,0,1,0,0,0,1,-1,0,0,0,1,0,0,14,0,,mixed,1,8,0,5,0,0,0,0,0,0,0,10,0,5,2,1,1,1,0,0,0,1,1,0,,0,1,1,0,,0,4,4,0,,0,0,0,0,,0,3,3,0,,0,-2,,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,90,12,reversal,1,2,22,22,secured_objectives,secured_objectives,12,2,1,3,1,2,0,3,-3,9,9,0,0,0,0,3,3,0,0,1,0,2,9,9,9,9,9,9,0,1,2,7,1,2,-1,S22,S12;S13,0,0,0,0,0,0,-2,0,0,0,1,0,0,12,1,secured_objectives,mixed,1,4,0,6,0,0,0,0,0,0,0,10,0,6,1,2,2,1,0,0,0,3,1,2,2,-2,0,3,-3,-3,3,9,9,0,0,0,0,0,0,0,0,3,3,0,0,0,-6,-6,6,1,0,0,1,0,1,16;18;22,,,14,17,18,21,4.75,5.25,0.5,5.75,2.5,-3.25,1.0,2.0,1.5,0.5,2.0,1.5,0.5,1,1,0,1,0,0,0,0,3,0,2
uct-10000-self-play,90,16,reversal,1,2,22,22,secured_objectives,secured_objectives,16,2,1,3,3,0,2,1,1,11,11,0,0,2,-2,3,1,2,0,1,0,2,13,13,11,11,11,11,0,1,3,8,1,2,-1,S22,S12;S13,0,2,0,0,0,2,-2,0,1,0,1,0,0,10,1,advantage_objectives,mixed,-2,4,0,8,0,0,0,0,0,0,0,5,0,8,1,2,2,1,1,0,0,3,3,0,0,0,2,1,1,1,-1,11,11,0,0,0,0,2,-2,-2,2,3,1,2,2,-2,-1,-1,1,1,0,0,1,0,1,18;22,,,14,17,18,21,4.75,5.25,0.5,5.75,2.5,-3.25,1.0,2.0,1.5,0.5,2.0,1.5,0.5,1,1,0,1,0,0,0,0,3,0,2
uct-10000-self-play,90,20,reversal,1,2,22,22,secured_objectives,secured_objectives,20,2,1,4,4,0,3,1,2,16,14,2,0,2,-2,3,3,0,0,2,0,1,14,16,16,14,16,14,2,1,4,10,0,2,-2,,S12;S13,0,0,0,0,0,0,-1,0,0,0,0,0,0,8,1,advantage_objectives,mixed,1,4,0,8,0,0,0,0,0,0,0,4,0,8,2,1,1,1,1,0,0,4,4,0,0,0,3,1,2,2,-2,16,14,2,2,-2,0,2,-2,-2,2,3,3,0,0,0,0,0,0,1,0,0,1,0,1,22,,,14,17,18,21,4.75,5.25,0.5,5.75,2.5,-3.25,1.0,2.0,1.5,0.5,2.0,1.5,0.5,1,1,0,1,0,0,0,0,3,0,2
uct-10000-self-play,91,8,tied_at_checkpoint,,1,23,,,advantage_objectives,8,2,1,1,1,0,1,1,0,5,5,0,0,1,-1,2,1,1,0,1,0,2,7,7,5,5,5,5,0,2,3,5,2,2,0,S21;S22,S12;S23,0,0,0,1,0,0,-2,0,0,0,0,0,0,14,0,,mixed,0,5,1,4,0,0,0,0,0,0,0,5,0,4,1,2,2,2,1,0,0,1,1,0,,0,1,1,0,,0,5,5,0,,0,0,1,-1,,-1,2,1,1,,1,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,91,12,reversal,2,1,23,23,advantage_objectives,advantage_objectives,12,2,1,2,2,0,0,1,-1,8,8,0,1,1,0,2,2,0,0,1,0,2,10,10,8,8,8,8,0,2,6,8,2,2,0,S21;S22,S12;S23,0,1,0,0,0,0,-2,0,0,0,0,0,0,12,-1,advantage_objectives,mixed,-1,6,0,4,0,0,0,0,0,0,0,6,0,4,1,2,2,2,1,0,0,2,2,0,0,0,0,1,-1,1,-1,8,8,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,1,1,0,1,0,1,15;17,13;19;21;23,,15,18,19,22,3.0,4.0,1.0,6.0,4.75,-1.25,1.0,2.5,1.0,0.5,1.0,1.5,0.5,1,1,0,1,1,0,0,0,3,1,2
uct-10000-self-play,91,16,reversal,2,1,23,23,advantage_objectives,advantage_objectives,16,2,1,3,3,0,1,3,-2,13,14,-1,1,1,0,3,2,1,0,0,0,3,11,10,13,14,13,14,-1,2,10,12,2,2,0,S21;S22,S12;S23,0,0,0,1,0,0,-3,0,0,0,0,0,0,10,-1,advantage_objectives,all_objective,0,7,0,4,0,0,0,0,0,0,0,3,0,4,0,3,3,2,1,0,0,3,3,0,0,0,1,3,-2,2,-2,13,14,-1,1,-1,1,1,0,0,0,3,2,1,-1,1,4,-4,4,1,1,0,1,0,1,17,19;21;23,,15,18,19,22,3.0,4.0,1.0,6.0,4.75,-1.25,1.0,2.5,1.0,0.5,1.0,1.5,0.5,1,1,0,1,1,0,0,0,3,1,2
uct-10000-self-play,91,20,tied_at_checkpoint,,1,23,,,advantage_objectives,20,2,1,4,4,0,2,2,0,17,17,0,1,1,0,3,3,0,0,2,0,1,13,13,17,17,17,17,0,0,12,14,2,1,1,S21;S22,S23,0,0,0,0,1,0,-1,0,0,0,0,0,0,8,0,,mixed,1,5,0,6,0,0,0,0,0,1,0,7,0,6,2,1,1,0,0,0,0,4,4,0,,0,2,2,0,,0,17,17,0,,0,1,1,0,,0,3,3,0,,0,-2,,-2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,92,8,tied_at_checkpoint,,2,14,,,secured_objectives,8,2,1,0,0,0,1,1,0,2,2,0,0,2,-2,2,0,2,0,2,0,1,10,10,2,2,2,2,0,0,2,0,2,1,1,S13;S22,S21,0,0,0,0,0,0,-1,0,1,0,1,1,0,16,0,,mixed,0,8,1,6,0,0,0,0,0,0,0,8,0,6,2,1,1,0,1,0,0,0,0,0,,0,1,1,0,,0,2,2,0,,0,0,2,-2,,2,2,0,2,,-2,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uct-10000-self-play,92,12,reversal,1,2,14,14,secured_objectives,secured_objectives,12,2,1,1,1,0,2,1,1,6,6,0,0,2,-2,2,0,2,0,1,0,2,12,12,6,6,6,6,0,1,6,2,2,1,1,S13;S22,S21,0,0,0,0,0,0,-2,0,0,0,0,0,0,14,1,advantage_objectives,mixed,0,6,1,7,0,0,0,0,0,0,0,7,0,7,1,2,2,1,2,0,0,1,1,0,0,0,2,1,1,1,-1,6,6,0,0,0,0,2,-2,-2,2,2,0,2,2,-2,-1,-1,1,1,0,0,0,0,0,14,,,6,9,10,13,7.5,7.5,0.0,6.0,7.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1,0,0,0,0,0,0,1,1,1,2
