"board","experiment_id","game_index","checkpoint","turn_number","comparison_layer","leader","eventual_winner","outcome"
"6x6","6x6-uct-0100","49","0.25","12","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0100","49","0.5","24","secured","2","2","leader_won"
"6x6","6x6-uct-0100","49","0.5","24","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0100","49","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0100","49","0.75","36","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0100","49","0.75","36","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0100","49","0.75","36","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0100","49","0.9","44","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0100","49","0.9","44","secured_advantage","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0100","49","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0100","50","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0100","50","0.25","12","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0100","50","0.25","12","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0100","50","0.5","24","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0100","50","0.5","24","secured_advantage","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0100","50","0.5","24","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0100","50","0.75","36","secured","2","2","leader_won"
"6x6","6x6-uct-0100","50","0.75","36","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0100","50","0.75","36","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0100","50","0.9","44","secured","2","2","leader_won"
"6x6","6x6-uct-0100","50","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0100","50","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","1","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","1","0.25","12","secured_advantage","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","1","0.25","12","full_lexicographic","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","1","0.5","24","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","1","0.5","24","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","1","0.5","24","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","1","0.75","36","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","1","0.75","36","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","1","0.75","36","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","1","0.9","44","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","1","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","1","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","2","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","2","0.25","12","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","2","0.25","12","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","2","0.5","24","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","2","0.5","24","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","2","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","2","0.75","36","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","2","0.75","36","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","2","0.75","36","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","2","0.9","44","secured","2","2","leader_won"
"6x6","6x6-uct-0500","2","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","2","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","3","0.25","12","secured","0","1","tied_at_checkpoint"
"6x6","6x6-uct-0500","3","0.25","12","secured_advantage","1","1","leader_won"
"6x6","6x6-uct-0500","3","0.25","12","full_lexicographic","1","1","leader_won"
"6x6","6x6-uct-0500","3","0.5","24","secured","1","1","leader_won"
"6x6","6x6-uct-0500","3","0.5","24","secured_advantage","1","1","leader_won"
"6x6","6x6-uct-0500","3","0.5","24","full_lexicographic","1","1","leader_won"
"6x6","6x6-uct-0500","3","0.75","36","secured","1","1","leader_won"
"6x6","6x6-uct-0500","3","0.75","36","secured_advantage","1","1","leader_won"
"6x6","6x6-uct-0500","3","0.75","36","full_lexicographic","1","1","leader_won"
"6x6","6x6-uct-0500","3","0.9","44","secured","2","1","leader_lost"
"6x6","6x6-uct-0500","3","0.9","44","secured_advantage","2","1","leader_lost"
"6x6","6x6-uct-0500","3","0.9","44","full_lexicographic","2","1","leader_lost"
"6x6","6x6-uct-0500","4","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","4","0.25","12","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","4","0.25","12","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","4","0.5","24","secured","2","2","leader_won"
"6x6","6x6-uct-0500","4","0.5","24","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","4","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","4","0.75","36","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","4","0.75","36","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","4","0.75","36","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","4","0.9","44","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","4","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","4","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","5","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","5","0.25","12","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","5","0.25","12","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","5","0.5","24","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","5","0.5","24","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","5","0.5","24","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","5","0.75","36","secured","2","2","leader_won"
"6x6","6x6-uct-0500","5","0.75","36","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","5","0.75","36","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","5","0.9","44","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","5","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","5","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","6","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","6","0.25","12","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","6","0.25","12","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","6","0.5","24","secured","2","2","leader_won"
"6x6","6x6-uct-0500","6","0.5","24","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","6","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","6","0.75","36","secured","2","2","leader_won"
"6x6","6x6-uct-0500","6","0.75","36","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","6","0.75","36","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","6","0.9","44","secured","2","2","leader_won"
"6x6","6x6-uct-0500","6","0.9","44","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","6","0.9","44","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","7","0.25","12","secured","0","2","tied_at_checkpoint"
"6x6","6x6-uct-0500","7","0.25","12","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","7","0.25","12","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","7","0.5","24","secured","2","2","leader_won"
"6x6","6x6-uct-0500","7","0.5","24","secured_advantage","2","2","leader_won"
"6x6","6x6-uct-0500","7","0.5","24","full_lexicographic","2","2","leader_won"
"6x6","6x6-uct-0500","7","0.75","36","secured","1","2","leader_lost"
"6x6","6x6-uct-0500","7","0.75","36","secured_advantage","1","2","leader_lost"
"6x6","6x6-uct-0500","7","0.75","36","full_lexicographic","1","2","leader_lost"
"6x6","6x6-uct-0500","7","0.9","44","secured","0","2","tied_at_checkpoint"
